assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,t_goals_scored,t_assists,points_per_game,t_minutes,t_goals_conceded,t_creativity,t_influence,threat_t,bonus_t,bps_t,ict_index_t,clean_sheets_t,red_cards_t,yellow_cards_t,selected_by_percent,F_pts,in_dreamteam
-0.2,32,0,1,-0.133333333,-10.53333333,-0.466666667,2,27,-23.8,1,1,0,0,1.266666667,-0.133333333,-3.513333333,-15.25333333,1,0,0,3.4,0,0,20,0,0,0,0,4,0,0,336922,2,0,1,1,2,3.8,2,-35011,4237,39248,74,0,0,-0.066666667,0.133333333,0.2,3.8,60.6,0.733333333,37,16.85333333,22.2,0.133333333,15.53333333,7.613333333,0.466666667,0,0.066666667,5.6,3,0
0,53,0,0,0,-4.933333333,-0.333333333,6,45,9.333333333,0,1,0,1,2,0,3.14,1,1,0,0,14.06666667,0,0,3,0,0,0,0,6,0,0,169858,1,2,2,1,3,21,0,798,2984,2186,43,0,0,0.733333333,0,0,2.7,75.93333333,1,2.466666667,14,6,0,14.93333333,2.26,0.333333333,0,0.266666667,2.9,3,0
-0.066666667,0,0,0,-0.2,-11.93333333,-0.533333333,0,0,-7.9,0,0,0,0,-0.333333333,-0.066666667,-2.953333333,-11.02666667,0,0,0,-78.13333333,0,0,4,0,0,0,0,0,0,0,84434,0,0,0,3,1,-10.53333333,0,331,5141,4810,55,0,0,-0.066666667,0.066666667,0.066666667,3.2,78.13333333,0.333333333,7.9,11.02666667,10.53333333,0.2,11.93333333,2.953333333,0.533333333,0,0.066666667,1.4,3,0
-0.133333333,66,0,0,2.4,19.4,-0.266666667,1,56,29.82666667,2,0,0,0,0.6,0.8,7.766666667,28.52,3,0,0,31.06666667,0,1,4,0,0,0,0,5,0,0,257156,0,0,0,3,1,19.33333333,10,-16066,6943,23009,56,0,0,-0.133333333,0.2,0.133333333,3.9,58.93333333,0.4,21.97333333,20.48,9.666666667,0.6,15.6,5.233333333,0.266666667,0,0.133333333,4.4,3,0
0,59,0,0,0,10,-0.333333333,1,55,0.3,1,0,0,0,0.933333333,0,9.566666667,15.76,0,0,0,53.6,0,0,4,0,0,0,0,10,0,0,105037,1,0,0,3,1,79.66666667,2,-735,266,1001,72,0,0,0,0,0,2,36.4,0.066666667,4.8,6.24,11.33333333,0,5,2.233333333,0.333333333,0,0,1.8,3,0
0,32,0,0,-0.066666667,-5.466666667,-0.133333333,0,16,0,0,1,0,0,0.333333333,0,-0.626666667,-6.066666667,0,0,0,0,0,0,1,0,0,0,0,7,0,3,914392,0,0,0,2,2,0,2,-19332,927,20259,57,1,0,0,0,0,2.9,90,1.666666667,0,24.26666667,0,0.066666667,16.46666667,2.426666667,0.133333333,0,0,15.4,3,0
0,19,0,0,-0.333333333,-0.333333333,-0.266666667,1,5,0,0,0,0,0,1.066666667,0,0.84,8.48,0,0,0,0,0,0,17,0,0,0,0,6,0,5,194267,0,0,0,1,3,0,2,-5409,235,5644,45,0,0,-0.066666667,0,0,3.3,90,1.933333333,0,24.52,0,0.333333333,18.33333333,2.46,0.266666667,0,0.066666667,3.3,3,0
0,55,0,0,0,9.066666667,-0.133333333,4,50,-1.066666667,0,0,0,0,0.666666667,0,0.586666667,7.213333333,0,0,0,54.86666667,0,0,16,0,0,0,0,3,0,0,3003,1,0,0,1,3,-0.6,2,0,205,205,55,1,0,-0.2,0,0,1.3,35.13333333,0.333333333,3.566666667,3.986666667,0.6,0,4.933333333,0.813333333,0.133333333,0,0.2,0.1,3,0
-0.066666667,3,0,0,-0.133333333,-5,-0.2,0,3,-6.66,0,0,0,0,0.333333333,0,-1.58,-5.2,0,0,0,-32.6,0,0,16,0,0,0,0,1,0,0,15748,1,1,0,1,3,-4.6,1,2584,3529,945,49,1,0,0,0,0.066666667,2.6,48.6,0.666666667,7.96,7.4,4.6,0.133333333,9,1.98,0.2,0,0,0.3,3,0
-0.066666667,20,0,0,-0.333333333,13.4,0.533333333,2,15,-11.54,0,0,0,1,-0.6,0.666666667,2.033333333,13.86666667,0,0,0,0.6,1,0,16,0,0,0,0,4,0,0,588913,2,0,1,1,3,18,8,-63118,11028,74146,70,1,1,-0.133333333,0.333333333,0.066666667,4.6,72.4,0.6,15.74,18.93333333,23,0.333333333,10.6,5.766666667,0.466666667,0,0.133333333,9.9,3,0
-0.066666667,0,0,0,-0.133333333,-13.06666667,-0.266666667,0,0,-13.98,0,0,0,0,-1.133333333,-0.133333333,-4.633333333,-19.6,0,0,0,-84,0,0,6,0,0,0,0,0,0,0,851426,0,0,0,1,2,-12.73333333,0,-175354,1159,176513,50,1,0,-0.333333333,0.133333333,0.066666667,3,84,1.133333333,13.98,19.6,12.73333333,0.133333333,13.06666667,4.633333333,0.266666667,0,0.333333333,14.2,3,0
0,22,0,0,-0.266666667,-5.066666667,-0.266666667,0,12,0,0,0,0,0,-0.2,0,-0.566666667,-5.373333333,0,0,0,0,0,0,6,0,0,0,0,7,0,2,558133,0,0,0,1,2,0,2,-29560,1227,30787,46,1,0,0,0,0,3.5,90,1.2,0,19.77333333,0,0.266666667,17.06666667,1.966666667,0.266666667,0,0,9.4,3,0
-0.266666667,49,0,0,0.933333333,20.46666667,-0.266666667,0,44,18.32,0,0,0,1,0.8,0.8,5.686666667,28.4,2,0,0,54.13333333,0,0,4,0,0,0,0,5,0,0,166997,2,1,0,3,1,10.26666667,8,-1821,10267,12088,70,0,0,-0.066666667,0.2,0.266666667,4.3,35.86666667,0.2,13.38,13,10.73333333,0.066666667,9.533333333,3.713333333,0.266666667,0,0.066666667,2.9,3,0
-0.066666667,40,0,0,0,7.6,0,5,29,-4.12,0,0,0,0,2.4,0,0.94,10.17333333,0,0,0,73.26666667,0,0,17,0,0,0,0,5,0,0,3634,1,1,1,1,3,3.333333333,1,-124,5,129,42,0,0,0,0,0.066666667,1.5,16.73333333,0.6,6.72,4.226666667,0.666666667,0,3.4,1.16,0,0,0,0.1,3,0
-0.066666667,22,0,0,-0.066666667,-6.533333333,-0.4,0,21,-12.64666667,1,0,0,1,-0.333333333,0,-3.073333333,-6.12,0,0,0,-34.53333333,0,0,20,0,0,0,0,0,0,0,46647,0,0,0,1,2,-12.4,1,-268,945,1213,58,0,0,-0.066666667,0,0.066666667,2.2,47.53333333,0.333333333,15.34666667,8.92,12.4,0.066666667,9.533333333,3.673333333,0.4,0,0.066666667,0.8,3,0
-0.066666667,32,0,0,-0.133333333,1.266666667,-0.133333333,0,22,6.066666667,2,0,0,0,1.133333333,-0.066666667,3.326666667,6.066666667,2,0,0,8.6,0,1,19,0,0,0,0,4,0,0,101673,3,1,0,1,3,21.6,2,-1860,5626,7486,46,0,0,-0.2,0.066666667,0.066666667,2.6,81.4,1.866666667,23.73333333,12.53333333,12.4,0.133333333,9.733333333,4.873333333,0.133333333,0,0.2,1.7,3,0
-0.133333333,0,0,0,-0.133333333,-13.86666667,-0.133333333,0,0,-18.37333333,0,0,0,0,-1.133333333,-0.133333333,-4.493333333,-21.16,0,0,0,-79.6,0,0,14,0,0,0,0,0,0,0,176988,0,0,0,2,2,-5.266666667,0,-24986,2330,27316,53,0,0,-0.333333333,0.133333333,0.133333333,3,79.6,1.133333333,18.37333333,21.16,5.266666667,0.133333333,13.86666667,4.493333333,0.133333333,0,0.333333333,3,2,0
0,0,0,0,0,-4.2,-0.066666667,0,0,-3.773333333,0,0,0,0,-0.733333333,0,-0.893333333,-4.133333333,0,0,0,-29.86666667,0,0,10,0,0,0,0,0,0,0,9250,0,0,0,1,2,-1,0,-18,238,256,46,1,0,-0.066666667,0,0,1.7,29.86666667,0.733333333,3.773333333,4.133333333,1,0,4.2,0.893333333,0.066666667,0,0.066666667,0.2,2,0
-0.066666667,16,0,0,-0.2,-3.266666667,0,3,11,-4.76,0,0,0,0,-0.2,-0.066666667,-1.12,-0.04,0,0,0,12.86666667,0,0,10,0,0,0,0,2,0,0,4858,3,0,0,1,2,-6.466666667,1,108,348,240,60,1,0,-0.066666667,0.066666667,0.066666667,2.2,15.13333333,0.2,6.06,5.64,6.466666667,0.2,4.266666667,1.82,0,0,0.066666667,0.1,2,0
0.533333333,18,1,0,1.2,18.53333333,-0.266666667,2,16,-4.586666667,0,0,0,0,-0.333333333,0.733333333,2.246666667,28.56,2,0,0,1.4,2,2,10,0,0,0,0,5,0,0,1565735,2,0,0,1,2,-1.733333333,12,59109,100736,41627,62,1,1,-0.066666667,0.266666667,0.466666667,5.7,84.6,1.333333333,34.68666667,28.04,18.73333333,0.8,22.46666667,8.153333333,0.266666667,0,0.066666667,27.1,2,0
-0.066666667,11,0,0,-0.133333333,-5.133333333,-0.266666667,3,7,-9.793333333,0,0,0,0,0,-0.2,-3.666666667,-7.493333333,0,0,0,-3.266666667,0,0,10,0,0,0,0,5,0,0,197673,3,0,0,1,2,-19.4,2,20675,31650,10975,52,1,0,-0.066666667,0.2,0.066666667,3.4,64.26666667,1,12.09333333,15.09333333,21.4,0.133333333,10.13333333,4.866666667,0.266666667,0,0.066666667,3.3,2,0
-0.066666667,17,0,0,-0.6,-10.86666667,-0.266666667,1,12,-9.893333333,2,0,0,2,0,-0.333333333,-3.12,-16.36,0,0,0,21.06666667,0,0,10,0,0,0,0,7,0,0,159398,6,1,3,1,2,-4.2,2,18178,22741,4563,63,1,0,-0.066666667,0.333333333,0.066666667,4.6,68.93333333,1,11.99333333,16.36,22.2,0.6,11.86666667,5.02,0.266666667,0,0.066666667,2.7,2,0
0,29,0,0,-0.333333333,-5.933333333,-0.2,11,21,-2.14,0,0,0,1,-0.2,-0.133333333,-0.286666667,3.013333333,0,0,0,10.73333333,0,0,7,0,0,0,0,2,0,0,273850,0,0,0,1,3,-4,2,2758,12476,9718,45,1,0,-0.133333333,0.133333333,0,3.4,79.26666667,1.2,2.44,23.38666667,6,0.333333333,15.93333333,3.186666667,0.2,0,0.133333333,4.7,2,0
-0.066666667,0,0,0,-0.266666667,-7.933333333,-0.2,0,0,-4.166666667,0,0,0,0,-0.333333333,0,-1.12,-6.066666667,0,0,0,-35.26666667,0,0,7,0,0,0,0,0,0,0,40340,0,0,0,1,3,-0.933333333,0,-4113,232,4345,44,1,0,-0.133333333,0,0.066666667,4.1,35.26666667,0.333333333,4.166666667,6.066666667,0.933333333,0.266666667,7.933333333,1.12,0.2,0,0.133333333,0.7,2,0
0,6,0,0,0,17.33333333,0,6,3,0.253333333,0,0,0,1,0.733333333,0.933333333,5.326666667,34.89333333,0,0,0,43.6,0,0,7,0,1,0,0,3,0,0,5290,0,1,0,1,3,17.6,7,-95,25,120,42,1,1,-0.133333333,0.066666667,0,2.3,15.4,0.266666667,0.046666667,5.306666667,1.4,0,2.666666667,0.673333333,0,0,0.133333333,0.1,2,0
-0.266666667,6,0,0,-0.066666667,-6.066666667,-0.133333333,0,3,-16.6,2,0,0,1,-0.133333333,-0.066666667,-4.126666667,-11.13333333,0,0,0,-20.06666667,0,0,7,0,0,0,0,3,0,0,55918,1,0,0,1,3,-13.13333333,1,-5430,942,6372,55,1,0,-0.2,0.066666667,0.266666667,3.1,61.06666667,1.133333333,16.8,14.33333333,13.13333333,0.066666667,10.06666667,4.426666667,0.133333333,0,0.2,0.9,2,0
-0.333333333,20,0,0,-0.266666667,-1.2,-0.2,2,13,-1.306666667,0,0,0,2,-0.2,0,0.44,-0.44,1,0,0,16.86666667,0,1,7,0,0,0,0,7,0,0,74310,1,1,0,1,3,6.133333333,2,51805,54524,2719,50,1,0,0,0,0.333333333,3.3,73.13333333,1.2,17.60666667,13.04,9.866666667,0.266666667,11.2,4.06,0.2,0,0,1.3,2,0
0,20,0,0,-0.2,2.466666667,0,0,16,0.62,1,0,0,0,-0.4,-0.066666667,-0.473333333,-2.106666667,1,0,0,2.133333333,0,0,7,0,0,0,0,2,0,0,95767,0,1,0,1,3,-3.466666667,1,-77,921,998,67,1,0,0,0.066666667,0,2.3,27.86666667,0.4,11.78,7.506666667,5.466666667,0.2,4.533333333,2.473333333,0,0,0,1.6,2,0
0,35,0,0,0,7.4,-0.066666667,13,28,7.486666667,0,0,0,1,-0.066666667,0,2.693333333,16.86666667,1,0,0,25.86666667,0,0,7,0,0,0,0,5,0,0,4715,1,0,1,1,3,2.466666667,2,40,114,74,48,1,0,-0.066666667,0,0,2,64.13333333,1.066666667,4.513333333,8.933333333,1.533333333,0,7.6,1.506666667,0.066666667,0,0.066666667,0.1,2,0
0,6,0,0,0.866666667,19.26666667,0,1,4,-0.093333333,1,0,0,1,0.8,0.866666667,5.1,32.06666667,0,0,0,42.93333333,0,0,7,0,0,0,0,9,0,0,8119,8,1,1,1,3,19.13333333,6,4194,4852,658,50,1,0,0,0.133333333,0,3.2,12.06666667,0.2,0.193333333,4.933333333,5.866666667,0.133333333,3.733333333,1.1,0,0,0,0.2,2,0
0.933333333,15,0,1,-0.2,4.533333333,-0.066666667,1,8,-1.713333333,0,0,0,1,1.466666667,-0.133333333,3.426666667,0.613333333,0,0,0,56.46666667,2,0,12,0,0,0,0,3,0,0,20503,0,0,0,3,1,34.8,5,-670,277,947,56,1,0,-0.066666667,0.133333333,0.066666667,2.1,25.53333333,0.533333333,2.913333333,5.986666667,9.2,0.2,5.466666667,1.773333333,0.066666667,0,0.066666667,0.3,2,0
0,12,0,0,0,-1.8,-0.133333333,1,8,12.35333333,0,0,0,1,0.6,-0.066666667,0.446666667,-2.733333333,1,0,0,18,3,0,12,0,0,0,0,5,0,0,14468,2,0,0,3,1,-5.133333333,2,-587,171,758,62,1,0,0,0.066666667,0,1.8,52,1.4,3.946666667,4.733333333,17.13333333,0,3.8,2.553333333,0.133333333,0,0,0.2,2,0
-0.066666667,13,0,0,-0.466666667,-11.93333333,-0.2,0,13,-8.626666667,0,0,0,0,-0.266666667,-0.333333333,-4.386666667,-16.13333333,0,0,0,-18.33333333,0,0,20,0,0,0,0,0,0,0,283653,2,0,0,1,2,-19.06666667,1,42353,48890,6537,63,0,0,0,0.333333333,0.066666667,4.4,43.33333333,0.266666667,10.82666667,17.33333333,19.06666667,0.466666667,12.93333333,4.686666667,0.2,0,0,4.7,2,0
0,21,0,0,-0.4,-11.66666667,-0.333333333,1,13,0,0,0,0,0,1.666666667,0,-1.906666667,-18.62666667,0,0,0,0,0,0,3,0,0,0,0,5,0,0,398504,0,0,0,1,3,0,1,18709,24685,5976,45,0,0,0,0,0,4.1,90,1.333333333,0,21.02666667,0,0.4,18.66666667,2.106666667,0.333333333,0,0,6.7,2,0
-0.066666667,34,0,0,-0.2,-1.666666667,-0.333333333,0,27,15.80666667,2,0,0,0,1.8,-0.133333333,0.486666667,-8.226666667,3,0,0,2.666666667,0,1,3,0,0,0,0,4,0,0,126038,3,1,2,1,3,-2.666666667,2,57840,61044,3204,57,0,0,-0.066666667,0.133333333,0.066666667,3.3,87.33333333,1.2,28.09333333,18.22666667,18.66666667,0.2,13.66666667,6.513333333,0.333333333,0,0.066666667,2.1,2,0
0,101,0,0,2.6,14.06666667,-0.333333333,4,88,-12.14666667,0,0,0,2,1.666666667,0.8,4.453333333,25.29333333,0,0,0,0,0,0,3,0,0,0,0,7,0,0,157354,0,2,1,1,3,31.46666667,9,-2086,3215,5301,60,0,0,0.733333333,0.2,0,3.3,90,1.333333333,18.64666667,25.30666667,14.53333333,0.4,15.93333333,5.846666667,0.333333333,0,0.266666667,2.7,2,0
-0.2,9,0,0,-0.2,-6.066666667,-0.333333333,0,5,-10.98666667,2,0,0,0,-1,-0.133333333,-3.006666667,-11.50666667,0,0,0,-55.53333333,0,0,15,0,0,0,0,1,0,0,271159,1,0,0,1,1,-7.266666667,1,-1161,11871,13032,63,1,0,0,0.133333333,0.2,3.7,75.53333333,1,11.88666667,13.90666667,23.26666667,0.2,10.06666667,4.906666667,0.333333333,0,0,4.5,2,0
0,80,0,0,0,0.533333333,-0.266666667,0,73,9.72,0,0,0,0,-0.066666667,0,0.133333333,-6.8,1,0,0,6.866666667,0,0,15,0,0,0,0,0,0,0,18575,0,1,1,1,1,-1.2,2,149,531,382,48,1,0,-0.2,0,0,2.1,83.13333333,1.066666667,7.28,17.2,2.2,0,13.46666667,2.666666667,0.266666667,0,0.2,0.3,2,0
-0.2,22,0,0,-0.133333333,-0.466666667,0,2,11,56.77333333,2,0,0,0,-1.133333333,-0.066666667,6.733333333,0.973333333,5,0,0,13.86666667,0,0,11,0,0,0,0,2,0,0,153203,4,0,0,1,1,9.8,2,178,3515,3337,60,1,0,0,0.066666667,0.2,2.9,76.13333333,2.133333333,16.12666667,15.22666667,14.2,0.133333333,10.46666667,4.566666667,0,0,0,2.6,2,0
0,35,0,0,-0.133333333,-5.6,-0.2,3,24,-1.333333333,0,0,0,0,0.866666667,0,-1.206666667,-11.01333333,0,0,0,12.86666667,0,0,2,0,0,0,0,4,0,0,91985,0,0,0,1,2,0,1,897,3334,2437,44,0,0,0,0,0,3.1,77.13333333,1.133333333,1.333333333,17.81333333,0,0.133333333,13.6,1.906666667,0.2,0,0,1.6,2,0
-0.066666667,78,0,0,-0.466666667,-5.8,-0.2,2,69,0.16,0,0,0,0,0.266666667,-0.066666667,0.213333333,-2.186666667,0,0,0,1.333333333,0,0,2,0,0,0,0,1,0,0,175310,0,0,1,1,2,3.866666667,1,9368,16721,7353,43,0,0,-0.133333333,0.066666667,0.066666667,3.1,88.66666667,1.733333333,1.74,18.98666667,4.133333333,0.466666667,15.8,2.486666667,0.2,0,0.133333333,3,2,0
-0.133333333,0,0,0,-0.4,-11.86666667,-0.066666667,0,0,-12.68666667,0,0,0,0,-1.333333333,0,-2.793333333,-11.92,0,0,0,-61.26666667,0,0,2,0,0,0,0,0,0,0,6783,0,0,0,1,2,-3.333333333,0,-395,12,407,44,0,0,0,0,0.133333333,2.7,61.26666667,1.333333333,12.68666667,11.92,3.333333333,0.4,11.86666667,2.793333333,0.066666667,0,0,0.1,2,0
0.933333333,70,0,0,0.8,9.4,-0.133333333,2,59,18.50666667,0,0,0,1,0.666666667,-0.133333333,3.36,14.6,2,0,0,12.86666667,0,0,2,0,0,0,0,11,0,0,176176,0,0,0,1,2,0.466666667,5,-181,1712,1893,44,0,0,-0.333333333,0.133333333,0.066666667,3.2,77.13333333,1.333333333,3.293333333,19.4,5.533333333,0.2,14.6,2.84,0.133333333,0,0.333333333,3,2,0
0,45,0,0,0,5.133333333,-0.2,2,32,-0.06,0,0,0,2,0.733333333,0.933333333,4.753333333,24.29333333,0,0,0,8.533333333,0,0,2,0,0,0,0,0,0,0,8694,2,0,1,1,2,23.66666667,7,5,204,199,43,0,0,-0.133333333,0.066666667,0,2.5,65.46666667,1.266666667,3.96,13.10666667,5.333333333,0,10.86666667,2.246666667,0.2,0,0.133333333,0.2,2,0
0,74,0,0,-0.2,0.2,-0.2,0,59,73.9,1,0,0,2,0.733333333,-0.133333333,9.886666667,5.76,6,0,0,7.866666667,0,3,2,0,0,0,0,12,0,0,124991,1,0,0,1,2,19.6,1,3585,11811,8226,51,0,0,0.866666667,0.133333333,0,3,82.13333333,1.266666667,29.4,19.24,14.4,0.2,15.8,6.313333333,0.2,0,0.133333333,2.1,2,0
0,0,0,0,0,-0.333333333,0,0,0,-0.046666667,0,0,0,0,0,0,-0.013333333,-0.106666667,0,0,0,-0.933333333,0,0,2,0,0,0,0,0,0,0,937,0,0,0,1,2,-0.066666667,0,13,40,27,45,0,0,0,0,0,1,0.933333333,0,0.046666667,0.106666667,0.066666667,0,0.333333333,0.013333333,0,0,0,0,2,0
-0.066666667,31,0,1,0,-3.533333333,0,0,20,-0.36,0,0,0,1,0.933333333,0,3.366666667,-2.466666667,0,0,0,45.4,0,0,2,0,0,0,0,0,0,0,27109,1,0,3,1,2,38.26666667,2,-369,875,1244,51,0,0,-0.066666667,0,0.066666667,1.5,44.6,1.066666667,5.56,2.466666667,14.73333333,0,1.533333333,2.233333333,0,0,0.066666667,0.5,2,0
0.866666667,55,2,1,2.4,31.26666667,-0.2,0,49,37.17333333,1,0,0,1,0.8,0.666666667,14.51333333,52.53333333,3,0,0,45.4,0,3,18,0,0,0,0,4,0,0,167185,4,0,1,2,1,55.2,13,-13813,10680,24493,85,0,1,0,0.333333333,0.133333333,4.4,44.6,0.2,16.92666667,19.06666667,25.8,0.6,13.73333333,6.186666667,0.2,0,0,2.9,2,0
0,54,0,0,-0.2,-3.133333333,-0.333333333,7,35,-9.76,0,0,0,1,-0.133333333,-0.066666667,-2.393333333,-4.226666667,0,0,0,2.133333333,0,0,9,0,0,0,0,13,0,0,59543,1,0,0,1,1,-9.733333333,2,-2416,1253,3669,49,0,0,-0.2,0.066666667,0,2.6,87.86666667,1.133333333,10.56,19.62666667,9.733333333,0.2,14.13333333,3.993333333,0.333333333,0,0.2,1,2,0
-0.133333333,30,1,0,2.533333333,20.26666667,-0.266666667,0,25,33.95333333,1,0,0,0,-0.133333333,0.666666667,8.086666667,27.25333333,5,0,0,17.26666667,0,0,9,0,0,0,0,2,-0.066666667,0,335560,1,2,1,1,1,19.33333333,10,25648,34285,8637,68,0,0,-0.066666667,0.333333333,0.133333333,4.6,72.73333333,1.133333333,32.84666667,23.74666667,18.66666667,0.466666667,18.73333333,7.513333333,0.266666667,0.066666667,0.066666667,5.7,2,0
0,0,0,0,0,-2.6,-0.133333333,0,0,-3.36,0,0,0,0,-0.133333333,0,-0.926666667,-4.12,0,0,0,-25.66666667,0,0,4,0,0,0,0,0,0,0,26429,0,0,0,3,1,-1.733333333,0,-41,271,312,55,0,0,-0.133333333,0,0,1.7,25.66666667,0.133333333,3.36,4.12,1.733333333,0,2.6,0.926666667,0.133333333,0,0.133333333,0.4,2,0
-0.066666667,32,0,0,-0.266666667,-1.666666667,-0.533333333,2,22,-1.533333333,0,0,0,0,0.533333333,0,2.386666667,25.38666667,0,0,0,0,0,0,18,0,0,0,0,10,0,5,1567759,0,0,0,2,1,0,2,-11429,12970,24399,58,0,0,0.933333333,0,0.066666667,4.8,90,0.466666667,1.533333333,15.61333333,0,0.266666667,18.66666667,1.713333333,0.533333333,0,0.066666667,26.4,2,0
-0.466666667,0,0,0,-0.866666667,-22.73333333,-0.466666667,0,0,-26.16,0,0,0,0,-0.333333333,-0.533333333,-10.33333333,-32.30666667,0,0,0,-68.06666667,0,0,18,0,0,0,0,0,0,0,1231872,0,0,0,2,1,-44.73333333,0,236790,252451,15661,115,0,0,-0.066666667,0.533333333,0.466666667,8.7,68.06666667,0.333333333,26.16,32.30666667,44.73333333,0.866666667,22.73333333,10.33333333,0.466666667,0,0.066666667,20.9,2,0
-0.133333333,66,0,0,-0.533333333,-10.73333333,0.533333333,1,59,-9.98,1,0,0,0,-0.333333333,-0.333333333,-5.626666667,-17.97333333,1,0,0,4.866666667,0,0,18,0,0,0,0,2,0,0,694905,3,1,1,2,1,-28,3,3215,56006,52791,87,0,0,-0.066666667,0.333333333,0.133333333,5.4,67.13333333,0.333333333,36.98,25.17333333,37,0.533333333,20.73333333,9.926666667,0.466666667,0,0.066666667,11.6,2,0
-0.133333333,95,1,0,-0.2,9,-0.533333333,7,83,15.53333333,1,0,0,2,0.533333333,-0.066666667,1.653333333,9.973333333,2,0,0,1.933333333,0,0,18,0,0,0,0,6,0,0,321615,0,4,0,2,1,-8.666666667,2,-4648,12910,17558,54,0,0,-0.133333333,0.066666667,0.133333333,3.3,88.06666667,0.466666667,14.26666667,21.42666667,8.666666667,0.2,18,4.446666667,0.533333333,0,0.133333333,5.4,2,0
-0.2,51,0,0,-0.466666667,-11.26666667,-0.4,0,42,-12.00666667,0,0,0,1,0.6,-0.266666667,-1.873333333,-15.2,1,0,0,14.26666667,1,0,18,0,0,0,0,8,0,0,397163,3,0,1,2,1,8.733333333,2,66537,76855,10318,75,0,0,-0.133333333,0.266666667,0.2,4.7,75.73333333,0.4,27.80666667,22.6,26.26666667,0.466666667,18.26666667,7.673333333,0.4,0,0.133333333,6.7,2,0
0,0,0,0,0,-1.733333333,0,0,0,-0.046666667,0,0,0,0,-0.266666667,0,-0.226666667,-2.173333333,0,0,0,-9.8,0,0,1,0,0,0,0,0,0,0,29564,0,0,0,2,2,0,0,-50,269,319,51,1,0,0,0,0,0.5,9.8,0.266666667,0.046666667,2.173333333,0,0,1.733333333,0.226666667,0,0,0,0.5,2,0
0,78,0,0,0,0.333333333,-0.133333333,4,67,-4.046666667,1,0,0,1,0.733333333,0,-0.42,3.88,0,0,0,20,0,0,1,0,0,0,0,10,-0.066666667,0,37790,2,0,0,2,2,-4.333333333,1,-479,1017,1496,50,1,0,0.8,0,0,1.7,70,1.266666667,7.346666667,11.52,6.333333333,0,9.666666667,2.52,0.133333333,0.066666667,0.2,0.6,2,0
0.933333333,48,1,0,2.666666667,23.93333333,0,6,44,29.79333333,0,0,0,2,1.4,-0.066666667,6.986666667,28.36,3,0,0,65.06666667,0,0,1,0,0,0,0,4,0,0,9010,1,1,0,2,2,12.06666667,8,1708,1989,281,50,1,0,-0.066666667,0.066666667,0.066666667,2.9,24.93333333,0.6,3.506666667,9.64,7.933333333,0.333333333,6.066666667,2.113333333,0,0,0.066666667,0.2,2,0
0,28,0,0,0,14.53333333,-0.066666667,2,22,-3.993333333,0,0,0,3,1.4,0.933333333,3.5,32.14666667,0,0,0,36.66666667,0,0,1,0,0,0,0,4,0,0,115795,2,1,0,2,2,7.133333333,6,-2034,682,2716,67,1,0,0.933333333,0.066666667,0,1.9,37.33333333,0.6,8.393333333,5.653333333,11.86666667,0,5.466666667,2.6,0.066666667,0,0.066666667,2,2,0
0,23,0,0,-0.333333333,-3.133333333,-0.266666667,4,8,0,0,0,0,0,-0.333333333,0,-0.273333333,-3.226666667,0,0,0,0,0,0,8,0,0,0,0,6,0,2,33887,0,0,0,1,1,0,2,-1428,308,1736,50,0,0,0,0,0,3.6,90,1.333333333,0,22.82666667,0,0.333333333,17.13333333,2.273333333,0.266666667,0,0,0.6,2,0
-0.133333333,0,0,0,0,-8.066666667,-0.266666667,0,0,-20.64,0,0,0,0,-0.933333333,0,-4.346666667,-10.76,0,0,0,-67.8,0,0,8,0,0,0,0,0,0,0,25169,0,0,0,1,1,-12.13333333,0,-2929,126,3055,58,0,0,-0.333333333,0,0.133333333,2.3,67.8,0.933333333,20.64,10.76,12.13333333,0,8.066666667,4.346666667,0.266666667,0,0.333333333,0.4,2,0
0,17,0,0,0,-0.8,-0.266666667,5,14,1.393333333,0,0,0,2,-0.333333333,0,-0.886666667,-1.946666667,0,0,0,1.733333333,0,1,8,0,0,0,0,3,0,0,5495,0,0,0,1,1,-7.933333333,1,-89,99,188,49,0,0,0.8,0,0,2.1,88.26666667,1.333333333,3.106666667,11.74666667,7.933333333,0,5.8,2.286666667,0.266666667,0,0.2,0.1,2,0
0,13,0,1,0,0.6,0,4,12,18.79333333,1,0,0,4,0.6,0,8.986666667,22.74666667,2,0,0,68.53333333,0,1,8,0,0,0,0,3,0,0,4483,2,1,0,1,1,48.6,1,-43,31,74,51,0,0,0.866666667,0,0,1,21.46666667,0.4,6.506666667,5.253333333,6.4,0,2.4,1.813333333,0,0,0.133333333,0.1,2,0
